is_info_useful,missing_info,improvements,date,institution_cat,missing_info_en,improvements_en
1,,hola muiy buenos dias les expongo mi problema si me pueden canalizar con quien y adonde puedo dirijirme se los voy agradecer gracias soy trabajador del issste fecha de ingreso 01 de octubre de 1986 yo estaba edcrito a la delegacion sur del d.f. en el aг±o de 1989 pedi mi cambio al edo. de queretaro cuando me cambie no tramite mi baja afiliatoria en el mes de julio de 2015 solicite un prestamo pero me fue negado me dijeron que no procedia que por que mi pagaduria era de la zona sur en el mes de agosto me diriji a la zona sur al area de recursos humanos me pidieron la documentacion para hacer el tramite y me dijeron que ellos me abisaban en cuanto estubiera dicho documento pero el tiempo paso en el mes de diciembre me comunique y me dijeron que mi tramite no habia procedido  me mencionaron una seria de problemas. y pues a grandes rasgos ese es mi problema se los voy a agradecer que me asesoren o me indiquen con o donde puedo dirijirme gracias mi nombre jose angel rocha albarran adscritoa la u.m.f. ( e ) + m-r 2 de san juan del rio qro. con numero de empleado 157868 r.f.c. roaa-570209ba2,42,259,,"hello muiy good morning I expose my problem if you can channel me with whom and where I can go I will thank you thank you I am a worker of the issste entry date October 1, 1986 I was edited to the southern delegation of the d.f. in the year of 1989 I asked for my change to edo. When I change, I do not process my low affiliation in the month of July 2015, I applied for a loan, but I was denied, they told me that it was not appropriate that because my payment was from the southern area, in August I headed to the southern area. To the human resources area, they asked me for the documentation to carry out the procedure and they told me that they would hug me as soon as this document was available, but the time that passed in December communicated to me and they told me that my procedure had not proceeded, they mentioned a series of problems. And broadly speaking, that is my problem. I will thank you for advising me or indicating me with or where I can go, thanks to my name, Jose Angel Rocha Albarran, attached to the U.m.F. (e) + m-r 2 from san juan del rio qro. with employee number 157868 r.f.c. roaa-570209ba2"
1,"mas numeros telefonicos para que los ciudadanos puedan realizar este tramite, porque el telefono que proporcionan nunca responden, siempre esta ocupado y en ocasiones ni siquiera funciona. esto es un verdadero problema, me urge sacar el pasaporte, lo tengo pago desde el að“â±o pasado y es fecha que no he podido hacer la cita para realizar mi tramite. por favor de que forma puedo agendar la cita, es urgente!","falta informacion, deberian dar mas opciones para sacar la cita, hacer la cita directamente en las oficinas de sre o tambien la otra opcion que habia antes para sacarla desde internet era una manera mas rapida, organizada y segura. porque esto ultimo que estan haciendo con solo un numero para todo el pais, es un verdadero problema, uno nunca se puede comunicar y por lo tanto la cita no se puede sacar.",42,722,"More phone numbers for citizens to carry out this procedure, because the phone they provide never answers, it is always busy and sometimes it does not even work. This is a real problem, I urgently need to get my passport, I have it paid from last year and it is a date that I could not make the appointment to carry out my paperwork. Please, how can I schedule the appointment, it is urgent!","information is missing, they should give more options to get the appointment, make the appointment directly in the offices of sre or also the other option that was before to get it from the internet was a faster, more organized and secure way. Because this last thing they are doing with only one number for the whole country, is a real problem, one can never communicate and therefore the appointment cannot be taken."
0,es super complicado no esta nada simplificado...    no se en que parte tengo que hacer ka cita llevo un par de horas tratando de hacer el tramite....,simplificar el menð“ñ” y los pasos...,42,722,"It is super complicated, it is not simplified at all ... I do not know in which part I have to make the appointment. I have been trying to do the procedure for a couple of hours ...",simplify the menð “ñ” and the steps ...
0,link para hacer las citas,"contesten en el 01800, o pongan un contacto por chat para poder obtener asesorð“â­a. me pueden marcar al celular 04455-5195-2179",42,722,link to make appointments,"answer on 01800, or put a contact by chat to get an adviserð “âa. You can dial me on 04455-5195-2179"
0,no aparece el apartado de citas por internet,que aparezca dicho apartado,42,723,the online dating section does not appear,that section appears
0,,"es el peor sistema que hay en el planeta para sacar una cita

no sirve su sistema
mi nombre es juan francisco mendoza baho  jfmeba@hotmail.com",42,722,,It is the worst system on the planet to make an appointment  your system doesn't work my name is juan francisco mendoza baho jfmeba@hotmail.com
0,"cð“ñ–mo sacð“ñ– la ""h"" cita por internet para el estado de mmð“â©xico????","todo... es una basura de servicio tanto por internet como por telð“â©fono.
urgente cambio total!!!!",42,742,"cð “ñ – mo sacð“ ñ– the ""h"" online quote for the state of mmð “â © xico ????",everything ... is a waste of service both online and by phone. urgent total change !!!!
0,cгіmo podemos hacer la cita vг­a internet?,tener la opciгіn de hacer cita por internet.,42,722,How can we make the appointment online?,have the option to make an appointment online.
1,,texto bsd testing,42,506,,texto bsd testing
1,citas en lð“â­nea,agregar una liga para agendar citas en lð“â­nea.,42,723,dating in lð “ânea,add a link to schedule appointments on lð “ânea.
0,"necesti hacer una cita y no me informa, ni telefono, ni por internet, esta pagina es basura",en la pagina no informa,43,722,"I needed to make an appointment and he does not inform me, neither by phone nor online, this page is rubbish",on the page does not inform
0,telefono,telefono,43,297,phone,phone
1,"að“ñ”n cuando en otros sitios de la pð“ðžgina de internet a aparece en nð“ñ”mero telefð“ñ–nico para hacer una cita, ð“â©ste no funciona. he tratado de comunicarme desde hace mð“ðžs de 10 dð“â­as, diariamente y en repetidas ocasiones. es increð“â­ble que el servicio sea tan malo.","að“ñ”n cuando en otros sitios de la pð“ðžgina de internet a aparece en nð“ñ”mero telefð“ñ–nico para hacer una cita, ð“â©ste no funciona. he tratado de comunicarme desde hace mð“ðžs de 10 dð“â­as, diariamente y en repetidas ocasiones. es increð“â­ble que el servicio sea tan malo.",43,723,"að “ñ” n when in other places on the internet page a appears in nð “ñ” merely to make an appointment, ð “â © this does not work. I have tried to communicate for mð ""ðžs of 10 dð"" âas, daily and repeatedly. It is incredible that the service is so bad.","að “ñ” n when in other places on the internet page a appears in nð “ñ” merely to make an appointment, ð “â © this does not work. I have tried to communicate for mð ""ðžs of 10 dð"" âas, daily and repeatedly. It is incredible that the service is so bad."
0,"anteriormente al entrar a la pagina encontraba el link para poder ingresar al registro de constancias, como puedo registrarlas vð“â­a internet aquð“â­ no dicen como",por favor me podrð“â­an indicar como registrar por internet las constancias de habilidades laborales,43,747,"Previously, when entering the page, I found the link to be able to enter the record of records, how can I register them vð ""âa internet aquð"" â they do not say how","Please, can you tell me how to register the work skills certificates online"
